LogisticRegression();0.8438844499078058;0.7215094339622642;0.5963817841547099;0.6530054644808743
KNeighborsClassifier();0.842040565457898;0.6981392143349414;0.6319401122894572;0.6633922724296005
DecisionTreeClassifier();0.8171481253841426;0.6309448319594166;0.620711166562695;0.6257861635220126
RandomForestClassifier();0.8458819913952059;0.7152080344332855;0.6219588271990019;0.665331998665332
BaggingClassifier();0.8395820528580209;0.7026831036983321;0.6044915782907049;0.6498993963782695
AdaBoostClassifier();0.8637062077443147;0.7832278481012658;0.6175920149719276;0.6906173700732473
GradientBoostingClassifier();0.866779348494161;0.7991869918699187;0.6132252027448534;0.6939639957642075
SVC();0.8048555623847572;0.8505263157894737;0.2520274485339988;0.3888354186717998
"XGBClassifier(base_score=None, booster=None, callbacks=None,
              colsample_bylevel=None, colsample_bynode=None,
              colsample_bytree=None, early_stopping_rounds=None,
              enable_categorical=False, eval_metric=None, feature_types=None,
              gamma=None, gpu_id=None, grow_policy=None, importance_type=None,
              interaction_constraints=None, learning_rate=None, max_bin=None,
              max_cat_threshold=None, max_cat_to_onehot=None,
              max_delta_step=None, max_depth=None, max_leaves=None,
              min_child_weight=None, missing=nan, monotone_constraints=None,
              n_estimators=100, n_jobs=None, num_parallel_tree=None,
              predictor=None, random_state=None, ...)";0.869698832206515;0.7794226498889711;0.6568933250155957;0.7129316181448883
VotingClassifier(estimators=[('RFC', RandomForestClassifier())]);0.8446527350952674;0.7135642135642135;0.6169681846537741;0.6617597858815657
LinearDiscriminantAnalysis();0.848340503995083;0.74251968503937;0.5882719900187149;0.6564566655064392
LogisticRegression();0.8438844499078058;0.7215094339622642;0.5963817841547099;0.6530054644808743
KNeighborsClassifier();0.842040565457898;0.6981392143349414;0.6319401122894572;0.6633922724296005
DecisionTreeClassifier();0.8165334972341733;0.6311738293778063;0.6138490330630069;0.6223908918406073
RandomForestClassifier();0.8437307928703135;0.7072135785007072;0.6238303181534622;0.6629101756711966
BaggingClassifier();0.8391210817455439;0.7005772005772006;0.6057392389270119;0.6497156239544999
AdaBoostClassifier();0.8637062077443147;0.7832278481012658;0.6175920149719276;0.6906173700732473
GradientBoostingClassifier();0.8661647203441918;0.7975609756097561;0.6119775421085465;0.6925520649488175
SVC();0.8048555623847572;0.8505263157894737;0.2520274485339988;0.3888354186717998
"XGBClassifier(base_score=None, booster=None, callbacks=None,
              colsample_bylevel=None, colsample_bynode=None,
              colsample_bytree=None, early_stopping_rounds=None,
              enable_categorical=False, eval_metric=None, feature_types=None,
              gamma=None, gpu_id=None, grow_policy=None, importance_type=None,
              interaction_constraints=None, learning_rate=None, max_bin=None,
              max_cat_threshold=None, max_cat_to_onehot=None,
              max_delta_step=None, max_depth=None, max_leaves=None,
              min_child_weight=None, missing=nan, monotone_constraints=None,
              n_estimators=100, n_jobs=None, num_parallel_tree=None,
              predictor=None, random_state=None, ...)";0.869698832206515;0.7794226498889711;0.6568933250155957;0.7129316181448883
VotingClassifier(estimators=[('RFC', RandomForestClassifier())]);0.8451137062077443;0.7123483226266952;0.6225826575171554;0.6644474034620507
LinearDiscriminantAnalysis();0.848340503995083;0.74251968503937;0.5882719900187149;0.6564566655064392
<keras.engine.sequential.Sequential object at 0x000001BE03265EA0>;0.8563306699446834;0.7269021739130435;0.6674984404242046;0.6959349593495935
